10	1	1	10
100	1	71	100
1000	1	583	1000
10000	1	1038	10000
20000	1	11130	20000
40000	1	8936	40000
80000	1	31696	80000
10	-1	-1	-1
100	-1	-1	-1
1000	-1	-1	-1
10000	-1	-1	-1
20000	-1	-1	-1
40000	-1	-1	-1
80000	-1	-1	-1
